body,title,url
"
Autoridades federales analizan declarar al turismo como actividad esencial a petición de Miguel Torruco Marqués, secretario de Turismo, quien en una reunión con sus compañeros de gabinete y gobernadores explicó que este sector es clave para sostener la economía del país luego de la pandemia del Covid-19.
En un encuentro virtual entre el gobierno federal y la Comisión Ejecutiva de Turismo la Conferencia Nacional de Gobernadores (Conago), Miguel Torruco dijo que el año pasado México tuvo una derrama económica de 24 mil 563 millones de dólares por esta actividad, por lo que instó a declararla como esencial y prioritaria.
“Le solicito, de la manera más respetuosa, al titular de la Secretaría de Salud, Jorge Alcocer Varela, y al subsecretario Hugo López-Gatell, vocero en materia de la emergencia sanitaria, que se reconsidere a la actividad turística como esencial, por el bien de la economía del país y por el bien de tantos empleos que están en riesgo”, dijo Miguel Marqués.
Otros gobernadores propusieron que la reactivación turística sea paulatina, teniendo en cuenta el estado de la pandemia y la importancia de esta actividad en cada estado; que haya una guía conjunta, elaborada por la Secretaría de Turismo y el sector salud, para la reapertura, y que haya una nueva reunión cuando se dé a conocer el semáforo epidemiológico de esta semana.
También se propuso que la Secretaría de Turismo reciba información de los estados en torno las recomendaciones, acciones, estatus de la pandemia y capacidades hospitalarias con miras a determinar la reapertura de las actividades.
Por su parte, Olga Sánchez Cordero, secretaria de Gobernación, insistió en la necesidad de que la gente entienda que puede llevar a cabo actividades recreativas, pero siguiendo las medidas sanitarias para prevenir un rebrote de coronavirus.
“El sector turístico debe encontrar maneras de ofrecer servicios que brinden seguridad a los usuarios y transmitir la idea de que es posible realizar estas actividades recreativas y turísticas cuando se siguen los lineamientos y protocolos para que sigamos cuidándonos a todos”, mencionó Sánchez Cordero.
Entre otros asistentes del encuentro, se informó en un comunicado, estuvieron los gobernadores de Nayarit, Jalisco, Quintana Roo, Morelos, Veracruz, Querétaro, Sinaloa, Guanajuato, Nuevo León, San Luis Potosí, Puebla, Sonora, Colima, Tlaxcala, Zacatecas, Tamaulipas, Chihuahua y Oaxaca.
rmlgv/rcr
",Analizan propuesta de Torruco para declarar el turismo como esencial,http://www.eluniversal.com.mx/nacion/analizan-propuesta-de-torruco-para-declarar-el-turismo-como-esencial
"
¿Cuánto dura el coronavirus en las superficies? ¿En todas las ciudades se comporta igual? Un nuevo estudio dice que no: la temperatura, la humedad y el tipo de superficie juegan un papel importante en el tiempo que tardan las gotitas del virus en secarse después de toser o de estornudar.
Los virus respiratorios pueden transmitirse por medio de gotitas que se generan al estornudar, toser e incluso hablar, y una de las muchas preguntas que tratan de contestar los investigadores es cuánto tiempo el coronavirus que causa la enfermedad Covid-19 permanece vivo después de ser expulsado del cuerpo.
Y es que, una vez que las gotitas portadoras del virus se evaporan, el coronavirus residual muere rápidamente, por lo que la supervivencia y la transmisión de Covid-19 se ven directamente afectadas por el tiempo en el que estas gotitas permanecen intactas.
En un artículo publicado en la revista Physics of Fluids, del Instituto Americano de Física, los investigadores examinan el tiempo de secado de las gotitas respiratorias en varias superficies de seis ciudades del mundo.
También lee: Estudio sugiere que el coronavirus circulaba en Wuhan desde agosto
En concreto, de Nueva York, Chicago, Los Ángeles, Miami, Sídney y Singapur.
El citado instituto de física recuerda que el tamaño de las gotitas es del orden del ancho del cabello humano, y los investigadores analizaron las superficies que se tocan con frecuencia, como puertas y pantallas táctiles de los teléfonos inteligentes.
Utilizando un modelo matemático bien establecido en el campo de la ciencia de las interfaces, los cálculos del tiempo de secado mostraron que la temperatura ambiente, el tipo de superficie y la humedad relativa juegan un papel fundamental.
Por ejemplo, en cuanto al tipo de superficie, el estudio sugiere que pantallas de móviles, el algodón y la madera deberían limpiarse más a menudo que las superficies de vidrio y acero, porque estas últimas son relativamente hidrófilas y las gotitas en ellas se evaporan más rápidamente.
También lee: Pandemia de coronavirus está ""empeorando"" en el mundo, advierte la OMS 
Además, según este trabajo, una temperatura ambiente más alta ayudó a secar las gotas más rápidamente y redujo drásticamente las posibilidades de supervivencia del virus.
Sin embargo, en los lugares con mayor humedad, la gota permaneció más tiempo en las superficies y las posibilidades de supervivencia del virus mejoraron.
Una vez determinado el tiempo de secado de las gotitas en diferentes climas, los científicos examinaron si esto estaba relacionado con la tasa se crecimiento de la pandemia de Covid-19 en las ciudades seleccionadas para esta investigación.
Así, en los lugares con una mayor tasa de crecimiento de la pandemia, el tiempo que las gotitas tardaron en secarse fue mayor.
""En cierto modo, eso podría explicar un crecimiento lento o rápido de la infección en una ciudad en particular"", apunta Rajneesh Bhardwaj, del Instituto Indio de Tecnología de Bombay, quien subraya: ""puede que este no sea el único factor, pero definitivamente el clima exterior importa en la tasa de crecimiento de la infección"". 
nrv
","Supervivencia del coronavirus varía según humedad, temperatura y superficie",http://www.eluniversal.com.mx/ciencia-y-salud/supervivencia-del-coronavirus-varia-segun-humedad-temperatura-y-superficie
"
Luego de 50 días de haber dado positivo a Covid-19, este martes Irma Eréndira Sandoval, titular de la Función Pública (SFP), reapareció en una reunión de trabajo al informar que había acudido a las instalaciones del Servicio de Administración Tributaria (SAT) para establecer una mesa permanente de coordinación entre ambas dependencias.
En su cuenta de Twitter, la secretaria difundió una fotografía donde se observa al lado de Raquel Buenrostro, jefa del SAT; con Horacio Duarte, administrador General de Aduanas, y con Rosalinda López, administradora General de Auditoría Fiscal del SAT. A los cuatro funcionarios federales se les ve usando cubrebocas.
“¡La Función Pública en pie de lucha contra la corrupción! Con el objetivo de establecer una mesa permanente de coordinación, sostuve una reunión de trabajo con la Jefa del SAT, Raquel Buenrostro y los administradores Generales Horacio Duarte y Rosalinda López”, escribió.
El pasado 27 de abril, SFP informó que Sandoval Ballesteros había dado positivo a Covid-19 y aseguraba que se encontraba en “excelente” estado de salud al no presentar síntomas graves y que había recibido el diagnóstico positivo por SARS-COV-2 el lunes 20 de abril.
“En estricto acatamiento a las recomendaciones médicas, desde los primeros síntomas, la secretaria Sandoval se ha mantenido en autoaislamiento y en constante monitoreo médico, sin dejar de atender, a través de vía remota, los asuntos correspondientes a su cargo”.
La SFP dijo que una vez que Sandoval Ballesteros tuviera el alta médica retomaría la agenda de actividades que ameritaran su presencia física.

MAOT
",Reaparece Irma Eréndira Sandoval tras dar positivo a Covid-19,http://www.eluniversal.com.mx/nacion/politica/irma-erendira-sandoval-reaparece-tras-dar-positivo-covid-19
"
San Luis Potosí alcanzó, de nueva cuenta, un récord de casos por coronavirus al registrar 70 contagios en las últimas 24 horas, dando un total de mil 308 confirmados, 366 sospechosos y siete nuevas defunciones, por lo que ahora suman 90 muertos y se elevó la letalidad al 6.88%, de acuerdo con el reporte emitido por el Comité Estatal para la Seguridad en Salud a través de su vocero, Miguel Ángel Lutzow.

En total, tres mujeres y cuatro hombres cuyas edades iban de los 25 años en adelante, murieron a causa de factores de riesgo como obesidad, diabetes, hipertensión, tabaquismo y Enfermedad Pulmonar Obstructiva Crónica, entre otros.

Dentro de este grupo también se encuentra un elemento de Seguridad Pública estatal por lo que, hasta el momento, son tres los policías contagiados de Covid-19.

Además, se reportó que otros 15 trabajadores del ISSSTE también resultaron contagiados, aunque se aclaró que no todos pertenecen al mismo centro de trabajo y que se mantiene el seguimiento sobre el personal para evitar el aumento del brote.

Con respecto a los 70 nuevos casos, se indicó que se trata de 29 mujeres y 41 hombres, entre ellos un bebé de menos de un año y personas de hasta 90. Del total, 68 contagios fueron locales y dos foráneos.

Durante la conferencia de prensa de este martes, autoridades sanitarias fueron cuestionadas acerca de las estimaciones tanto de casos como de decesos por coronavirus para la entidad realizados por la Universidad de Washington en Estados Unidos, en las que pronostican más de 4 mil decesos hacia agosto, ante lo cual desestimaron dichas proyecciones, pues apuntaron que el comportamiento de la enfermedad es el que marca la pauta para generar estimaciones en corto y mediano plazo, a diferencia del citado estudio que contempla plazos muy amplios.

Recordaron que la Secretaría de Salud e instancias como UASLP realizan las proyecciones pertinentes y no hay hasta el momento una valoración similar al estudio, por lo que difícilmente se podrían alcanzar estos números, aunque se reconoció que la letalidad se proyecta en alrededor del 7%.

etp
",San Luis Potosí acumula 90 muertos y mil 308 contagiados por Covid-19,https://sanluis.eluniversal.com.mx/sociedad/09-06-2020/san-luis-potosi-acumula-90-muertos-y-mil-308-contagiados-por-covid-19
"
Lindsay Lohan recurrió su cuenta de Instagram para publicar una selfie donde hace alarde de su estilizada figura en un atuendo deportivo blanco. 

La celebridad de 33 años compartió una fotografía en redes, momentos antes de iniciar su día con una sesión de yoga dentro de su casa de Dubai. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Starting the day with yoga 




En la imagen, la cantante aparece luciendo shorts de ciclista largos de cintura alta, junto a un crop top sin mangas que ayudó a enmarcar su tonificado vientre. 

Con una apariencia al natural, Lohan aparece descalza, con su cabello peinado en un moño bajo y la cara limpia de maquillaje. 

“Comenzando el día con yoga”, escribió en el pie de foto que de inmediato sumó más de 100 mil reacciones. 



No te pierdas: Courteney Cox deslumbra con belleza al natural en atuendo deportivo



La protagonista de Mean Girls ha pasado la cuarentena en su residencia de Dubai, donde ha vivido desde 2017 con breves viajes a Estados Unidos, principalmente por trabajo. 

En una entrevista con W Magazine de 2018, Lohan dijo que que le gusta estar en Medio Oriente, ya que encuentra tranquilidad y puede tener un ritmo de vida lejos del escrutinio mediático. 

“Hay una cierta calma que encuentro allí. No hay paparazzi, no hay cámaras, eso es un gran problema para mí”, dijo. 

""Nunca consideré que la gente me tomara una foto ‘molestandome’, pero no quiero que la gente malinterprete quién soy como persona si me ven estornudar y dicen que estoy llorando. Realmente aprecio tener la vida donde puedo salir y no tener que preocuparme"", añadió.




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Starting the day with yoUna publicación compartida por  Lindsay Lohan (@lindsaylohan) el 7 de Jun de 2020 a las 5:31 PDT




Hace unas semanas, la actriz dio una entrevista a Daily Mail TV donde reveló su entusiasmo por protagonizar una secuela de la exitosa película adolescente Chicas Pesadas junto a su co-protagonista Rachel McAdams. 

“Por su puesto, diría que sí. Volver con una película como esa sería mi sueño, para ser honesta, porque no he hecho una en mucho tiempo. Ese sería mi máximo”, reveló. 

Si bien no se han confirmado planes de rodar una segunda parte, Lindsay ha estado en contacto con Mark Waters, director de Mean Girls, para mantenerse actualizada sobre sus decisiones. 

Asimismo, McAdams dijo en una entrevista con Canada’s Heroes Of Health que está abierta a regresar como Regina George si la producción llega a concretarse. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Mean Girls (@meangirls) el 6 de Sep de 2017 a las 10:45 PDT






Lee: Cara Delevingne se declara ""pansexual""



MA

No te pierdas de las últimas noticias de Vive Usa en Google News,  síguenos aquí
",,https://www.viveusa.mx/showbiz/lindsay-lohan-presume-delineada-figura-previo-clase-de-yoga
"
Los cereales son un alimento práctico a la hora del desayuno, pero debes considerar cuáles son más benéficos para tu salud. Si quieres conocer por qué los cereales integrales podrían ayudarte a adelgazar en Menú te compartiremos la información. 
Como primer consejo, se sugiere que a la hora de comprar tu cereal revises la composición del mismo ya que si vas a consumir cereales de caja es preferible que estén elaborados con harinas de grano entero como trigo, centeno, maíz, arroz y avena.
Los cereales de grano entero no tienen azúcares añadidos, y sus nutrientes son completos, porque además de ayudarte a tener una buena digestión, te proporcionarán sus propiedades antioxidantes. 
Leer también: Estas bebidas no te ayudarán a bajar de peso

Un estudio del Departamento de Nutrición de la Universidad Complutense de Madrid encontró que los cereales de grano entero aportan un alto contenido de fibra, cantidades elevadas de vitamina B1 y B2, niacina, calcio, magnesio, hierro, potasio, zinc y selenio. 
Por otro lado, la Universidad Complutense, a través de dicho estudio también confirmó que los cereales de grano entero ayudan a adelgazar, debido a la cantidad de fibra que proporcionan, asimismo recalcó que este tipo de alimentos provocan una lentitud en el vaciado gástrico, además aceleran la aparición de saciedad. 
Otra de las ventajas de comer cereales de grano entero frecuentemente, es que se disminuye el riesgo de padecer obesidad o sobrepeso, además el estudio de la Universidad Complutense de Madrid también reconoció que este alimento puede reducir la cintura, disminuir el Índice de Masa Corporal (IMC) y obtener un control del peso corporal. 
Por otro lado, la Escuela de Medicina de Harvard realizó un estudio con un grupo de mujeres a las se les dio una cantidad elevada de cereales de grano entero en comparación con otro grupo que consumió menos de este alimento. Con este experimento, los científicos encontraron resultados favorables donde la disminución de peso se dio en las mujeres que comieron más cereales de este tipo. 
Leer también: Pescados que debes comer para aumentar la vitamina D
Una revisión realizada por la doctora Joanne Slavin de la Universidad de Minnesota detalla que la alimentación a base de cereales de grano entero mejora la actividad metabólica la cual ayuda a disminuir la ganancia de peso a largo plazo, estos cereales también tienen funciones capaces de prevenir la aparición de tumores cancerígenos y diabetes. 
Ahora bien, Mayo Clinic da algunas recomendaciones para elegir este tipo de cereales, puedes escoger desde los granos enteros como quinua, arroz integral, avena, centeno, trigo hasta panes integrales, pastas y galletas. Procura que al menos la mitad de tus cereales sean integrales y en tus desayunos puedes comer cereales de hojuelas de salvado integral o bien arroz integral cocido.  
Los beneficios de añadir cereales integrales a la alimentación van más allá de la pérdida de peso y la reducción de cintura, por ello es recomendable comer de 4 a 10 porciones de cereales integrales al día, las cuales puedes combinar, entre las diversas presentaciones de este alimento. Al mismo tiempo, los estudios recomiendan equilibrar la alimentación con frutas, verduras y leguminosas. 

Recuerda que para bajar de peso es necesario llevar una dieta balanceada, hacer ejercicio y asesorarte con un experto en nutrición.
",Por qué los cereales de grano entero ayudan a cuidar tu peso,http://www.eluniversal.com.mx/menu/que-cereales-ayudan-adelgazar
"
El CEO y fundador de Amazon, Jeff Bezos, se unió al movimiento en contra del racismo Black Lives Matter, que se generó en Estados Unidos tras la muerte del afroamericano George Floyd durante una detención. Sin embargo, algunos clientes lo atacaron por esta razón. 

El pasado 3 de junio, Amazon anunció una donación de 10 millones de dólares a organizaciones que ayudan a la comunidad afroamericana en la Unión Americana y que combaten “el racismo sistémico a través del sistema legal”.

 


pic.twitter.com/yI4MYEDz4C
— Amazon (@amazon) May 31, 2020


 

“Juntos nos solidarizamos con la comunidad afroamericana (nuestros empleados, clientes y socios) en la lucha contra el racismo y la injusticia”, afirma el comunicado.

Además, al ingresar a la versión estadounidense de Amazon se puede encontrar un mensaje de solidaridad con el movimiento Black Lives Matter. 


Recomendamos: Al buscar racista en Twitter, la cuenta de Trump es el primer resultado


El apoyo de la empresa generó mensajes de odio y racismo en contra de su CEO Jeff Bezos, quien los publicó en su cuenta de Instagram. 

Uno de los correos electrónicos expresa: “Es bastante inquietante entrar en el sitio web de Amazon y ver Black Lives Matter. Tú provees servicios a millones de personas, incluyéndome a mí y al resto de mi familia, para nuestras necesidades de negocios de compras personales. Hablo por la opinión de todos y defiendo lo que tú crees, pero que tu empresa exploto este es muy ofensivo para mí y estoy segura de que lo escucharás de otros. TODAS LAS VIDAS IMPORTAN. Y si no fuera por todas esas vidas que proveen sus servicios para ti y tu empresa, ¿dónde estaría Amazon hoy?”. 

Bezos respondió: “No, Macy, estoy en desacuerdo contigo. Black Lives Matter no quiere decir que otras vidas no importan. Black Lives Matter habla del racismo y del riesgo sin proporciones que los afroamericanos enfrentan en nuestra aplicación de la ley y nuestro sistema de justicia. Tengo un hijo de 20 años y simplemente no me preocupa que pueda morir asfixiado si es detenido un día. No es algo que me preocupe. Los padres afroamericanos no pueden decir lo mismo”. 

 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jeff Bezos (@jeffbezos) el 5 de Jun de 2020 a las 3:05 PDT





Otro cliente, llamado Dave, también le escribió con insultos por apoyar al movimiento. “Obviamente no eres un idiota o de lo contrario no tendrías el éxito financiero que posees. Estaba a punto de ordenar en tu compañía cuando descubrí tu comunicado de apoyo a Black Lives Matter pidiendo apoyo para un montón de inútiles que arruinarán a tu compañía. El Estados Unidos blanco está cansado de esto”, es un poco de lo que dice el correo electrónico. 

 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Jeff Bezos (@jeffbezos) el 7 de Jun de 2020 a las 3:50 PDT




 

En su última publicación en Instagram, Jeff Bezos afirmó que recibió una cantidad “enfermiza pero no sorprendente” de respuestas en su bandeja de entrada” tras difundir el primer correo. 

“No se debe permitir que este tipo de odio se esconda entre las sombras. Es importante hacerlo visible”, dijo el fundador de Amazon y remató con la frase: “Dave, tú eres el tipo de clientes que estoy feliz de perder”. 


Lee también: Restaurante de Texas desata polémica por 'racismo contra mexicanos'



pb
",,https://www.viveusa.mx/negocios/ceo-de-amazon-apoya-black-lives-matter-y-recibe-mensajes-racistas
"





El Día del Padre 2020 se celebrará el próximo domingo 21 de junio.
El Día del Papá en este año será un festejo inusual, pues será celebrado durante la nueva normalidad por el coronavirus Covid-19. 
El 10 de mayo, Día de la Madre, cayó en plena cuarentena del Covid-19, por lo que no hubo celebraciones, debido a la Jornada Nacional de Sana Distancia.
¿Qué se celebra el Día del Padre?
El origen del Día del Padre comenzó en Estados Unidos, cuando Sonora Smart Dodd propuso en 1909 que se reconociera y celebrara la labor que realizan los padres dentro del hogar.
En este día se busca honrar la paternidad y la influencia del hombre en la vida de sus hijos. 
Sonora Smart propuso festejar a los padres como una manera de agradecer a su papá, Henry Jackson, un veterano de la guerra civil estadounidense, quien cuidó a sus seis hijos, luego de que falleciera su esposa al dar a luz al último de ellos.
Mientras escuchaba un sermón del Día de la Madre, Smart Dodd pensó que los padres también merecían una celebración y por ello propuso que el 5 de junio, día del cumpleaños de su padre, para realizar dicho festejo.
En un inicio su propuesta no prosperó, pero en 1924 el presidente estadounidense Calvin Coolidge apoyó la propuesta de establecer un día nacional del padre.
Para 1966 el presidente Lyndon Johnson firmó una proclamación que declaraba el tercer domingo de junio como el Día del Padre en Estados Unidos. Esta tradición fue retomada en México y varios países más.
La tradición católica europea conmemora el Día del Padre el 19 de marzo día de San José, padre de Jesús.
Frases para el Día del Padre


“No puedo pensar en ninguna necesidad en la infancia tan fuerte como la necesidad de la protección de un padre”. Sigmund Freud


“¡Cuán grande riqueza es, aun entre los pobres, el ser hijo de buen padre!” Juan Luis Vives


“El hacer del padre por su hijo es hacer por si mismo”. Miguel de Cervantes Saavedra


“No hay palabra ni pincel que llegue a manifestar amor de padre”. Mateo Alemán


“No hay palabra ni pincel que llegue a manifestar amor de padre”. Denis Lord


“El mejor legado de un padre a sus hijos es un poco de su tiempo cada día”. León Battista Alberti


""Tengo recuerdos de niño en los que te veía gigante, hoy que soy adulto... Te veo aún más grande"". Anónimo


“Una casa es indestructible cuando está sostenida por un padre valiente, una madre prudente y un hijo obediente”. Confucio


""Como es el padre así es el hijo"". Proverbio Latino


""Desconocemos el amor de los padres, hasta que tenemos a nuestros propios hijos"". Henry Ward Beecher


""Buen padre es aquel que enseña a sus hijos cómo pensar, no lo que han de pensar"". Anónimo


""El hombre puede poner en los negocios todo su espíritu, pero si quiere ser dichoso es preciso que todo su corazón esté en su hogar"". Samual Smiles


“Un buen padre vale por cien maestros”. Jean Jaques Rosseau


“Los hijos abandonan un día la infancia, pero los padres nunca dejan la paternidad”. Anónimo


""Un hombre que no sabe ser un buen padre, no es un auténtico hombre"". Mario Puzo


""Realmente es bendecido el hombre que escucha muchas voces que lo llaman padre"". Lydia M. Child


""El sueño del héroe, es ser grande en todas partes y pequeño al lado de su padre"". Víctor Hugo


""No es la carne y la sangre, sino el corazón, lo que nos hace padres e hijos"". Friedrich Shiller


“A veces el hombre más pobre deja a sus hijos la herencia más rica”. Anónimo


""Gobierna tu casa y sabrás cuánto cuesta la leña y el arroz; cría a tus hijos y sabrás cuánto debes a tus padres"". Proverbio oriental


 
",¿Cuándo es el Día del Padre en México 2020?,http://www.unionguanajuato.mx/articulo/2020/05/25/cultura/cuando-es-el-dia-del-padre-en-mexico-2020
"
Durante la tarde-noche de este lunes cayó sobre la zona metropolitana de Querétaro una granizada y tormenta eléctrica que provocó la caída de árboles, bardas y el cierre por algunas horas a la circulación vehicular de la Avenida Cimatario, en su intersección con la autopista México – Querétaro, en la capital del estado, además de que en el municipio de El Marqués quedó atrapada una camioneta en el agua.

De acuerdo a información de las Coordinaciones estatal y municipal de Protección Civil, en el municipio de Querétaro se registró lluvia acompañada de granizo en la zona de Centro Sur, mientras que en la zona norte y poniente de la ciudad hubo presencia de lluvia acompañada de actividad eléctrica.

Por la cantidad de agua que se acumuló en la Avenida Cimatario, una de las vialidades más transitadas del sur de la ciudad, dicha arteria - en su intersección con la autopista México – Querétaro- fue cerrada por algunas horas.

También personal de Protección Civil, Servicios Públicos Municipales y vecinos del lugar apoyaron en el retiro de piedras y basura de coladeras en las colonias Palmas y La Joya.

Otras colonias que presentaron tirantes importantes fueron Palmas, Álamos, Colinas del Cimatario, Lomas de Casa Blanca, Reforma Agraría, Lazaro Cárdenas, Villas los Arcos, donde se brindó el apoyo a 16 domicilios por ingreso de agua en domicilio y comercio por debajo de los 10 centímetros, en vialidad personal de la Protección Civil con apoyo de Policía Estatal, Seguridad Pública brindaron asistencia a 05 vehículos, sin registrar personas lesionadas.

Además se recibió el reporte de la caída de barda en el Club Campestre, así como el colapso de dos árboles en las delegaciones Josefa Vergara y Villa Cayetano Rubio.
Durante el monitoreo los pasos a desnivel de Pasteur, Corregidora y Casa Blanca no presentaron afectaciones, el Dren Cimatario 1 y el Arenal alcanzaron niveles del 90% y 10% respectivamente.

En el municipio de Corregidora, otro de los municipios de la Zona Metropolitana de Querétaro, se registró lluvia acompañada de granizo en la colonia Pirámides.
Elementos de Seguridad Pública realizaron cierres preventivos en Paseo Pirámides, ya que se presentaron escurrimientos por encima de nivel de banqueta.
En el municipio de El Marqués se registró lluvia fuerte en varios puntos del municipio.

En el puente El Colorado se reportó una camioneta varada –con tres ocupantes que fueron rescatados- por los escurrimientos que se registraron en la zona; de manera preventiva se cerró la circulación para evitar que más vehículos se vieran afectados y se contó con el apoyo de Protección Civil de dicho municipio.
De igual manera se recibió el reporte de nueve domicilios con ingreso de agua en Paseos del Marqués y El Colorado.

En la comunidad de la Piedad se tuvo reporte de un árbol haciendo contacto con infraestructura de la CFE canalizando el reporte a dicha dependencia.
Durante la noche madrugada se tuvo presencia intermitente de lluvia en varios de los municipios mencionados, por lo que se continuó con el monitoreo en conjunto con las dependencias municipales y estatales.

Protección Civil también reportó lluvias en otros municipios del estado como  Amealco, Colón, Ezequiel Montes, Pedro Escobedo, Peñamiller, San Juan del Río y Tolimán.

Para el día de hoy, lluvias ligeras a moderadas por la tarde noche en las zonas metropolitana, sur y centro del estado; moderadas a fuertes en la zona serrana.

 
",Reportan fuerte granizada en la capital queretana ,https://www.eluniversalqueretaro.mx/metropoli/reportan-fuerte-granizada-en-la-capital-queretana
"





Ante la cuarentena por coronavirus Covid-19, el Instituto Nacional Electoral (INE) ha emitido dos medidas para quienes no cuentan con su credencial de elector o por si ésta no se encuentra actualizada.
Si tu credencial para votar perdió vigencia el 1 de enero de 2020, podrás seguir utilizándola, pues se extendió su vigencia de dichas credenciales del INE hasta el próximo 1 de septiembre de 2020. 
Esto debido al cierre de los Módulos de Atención Ciudadana del INE, ante la cuarentena del Covid-19.
Esta prórroga de la vigencia de la credencial de elector permite que la puedas seguir utilizando como identificación oficial ante instituciones públicas y privadas para realizar trámites y servicios. 

Constancia Digital del INE
Además, el INE comenzó con la emisión de constancias digitales, las cuales se pueden tramitar si perdiste tu credencial de elector o realizaste alguna actualización como cambio de domicilio y no pudiste recoger la mica debido al cierre de tu Módulo de Atención Ciudadana.
La Constancia Digital se puede tramitar durante el periodo comprendido entre el 25 de mayo y el 1 de septiembre de 2020.
Se expedirá a favor de todos los ciudadanos que cuenten con un registro vigente en el Padrón Electoral; es decir, este documento que tendrá carácter temporal, no está dirigido a quienes se les venció su credencial en 2018 o previo a este año.
Vigencia de la Constancia Digital del INE
La Constancia Digital contará con una vigencia de tres meses a partir de su emisión y la fecha de su expiración se incorporará en el propio texto de la constancia. Dicho formato puede descargarse en este enlace. 
Requisitos Constancia Digital del INE
El formato de solicitud de la constancia digital del INE deberá contener al menos, lo siguiente:

Nombre de la o el ciudadano titular;
documento o medio de identificación que acrediten la identidad de la o el titular;
domicilio y/o correo electrónico para recibir notificaciones;
datos personales que forman parte del Padrón Electoral a los que solicita acceder;
fecha;
firma y, en su caso, los documentos que acrediten la personalidad e identidad del representante.

Una vez llenado y firmado el formato, se deberá escanear o tomar una fotografía y enviarla al correo electrónico constancia.digital@ine.mx
El INE recibirá la solicitud, verificará que esté completa y que corresponda a un registro vigente en el Padrón Electoral y la Lista Nominal.
En caso de que todo esté correcto, se emitirá la Constancia Digital y la enviará al correo electrónico registrado en la solicitud.
 
Tiempo de entrega de la Constancia Digital del INE
Este proceso de verificación podrá tardar entre 3 y 5 días, dependiendo del volumen de solicitudes que se presenten.
Los ciudadanos podrán imprimir su Constancia Digital y presentarla ante las instituciones públicas o privadas como medio de identificación.
Elementos de la Constancia Digital del INE
La Constancia Digital es un documento en formato PDF, con los siguientes datos:

nombre(s), apellido paterno, apellido materno;
clave de elector;
número de emisión;
dato OCR (Reconocimiento Óptico de Caracteres);
Código de Identificación de Credencial (CIC);
año de registro;
fecha de emisión, mes y año de fin de vigencia de la Constancia Digital.

 
Para más información da clic en este enlace.
",Constancia Digital INE: ¿cómo tramitarla y para qué sirve?,http://www.unioncdmx.mx/articulo/2020/05/27/ciudadanos/constancia-digital-ine-como-tramitarla-y-para-que-sirve
"
El creador de contenido Alex Montiel vivió una odisea de varios meses tratando de recuperar el video que grabó al volante con Bárbara de Regil, caracterizado con su personaje de El Escorpión Dorado, y que fue borrado de la plataforma YouTube. 
Sin embargo pese a diversas llamadas y correos no lo consiguió y ayer volvió a subirlo a su cuenta pero con una modificación.
Según explicó él mismo en otro video resulta que le llegó una reclamación de alguien del público pidiendo que se borrara el video pues aparecía su rostro.

También lee: Arman campaña en redes para bloquear a Bárbara de Regil

En la escena de apenas dos segundos Bárbara le gritaba a una pareja (a petición del Escorpión): ""adiós, mamacita qué bonita falda"" e inmediatamente la actriz explicaba ""pero fue en buen plan no se lo vaya a tomar a mal"". 
Aunque el influencer señaló que es un acierto que en la plataforma YouTube existan esos filtros también recalcó que es normal que cuando va en la calle grabando contenido el público interactúe con él.
""Yo siento que no es ninguna agresión, que no es nada mala onda, lo dijo inclusive una mujer a otra mujer"", dice el Montiel.
El influencer tuvo que subir de nueva cuenta el material recortando la parte que había sido reclamada y lamentó que se perdieran las miles de reproducciones del video original. Además señaló que su personaje del Escorpión es inclusivo y no busca ofender a nadie.

También lee:  Critican en redes a Bárbara de Regil por comentario racista 

""Yo siento que no hay una agresión. A mí no me corresponde decir cómo alguien se puede sentir por algo, eso no me corresponde a mí es exclusivo de la otra persona, cuando una persona se siente mal por algo no importa lo que tú sientas importa lo que sintió esa persona"".
Lo que sí es que bromeó con la idea de ahora en adelante ir por la calle con hojas y papel pidiendo permiso para grabar a la gente.

También lee: Critican a Bárbara de Regil tras dar consejo a víctimas de violencia familiar

""Te orillan a que no vuelva a salir en mi vida a la calle y que no los vuelva a incluir en ningun video porque lamentablemente yo no sé qué estás pensando y qué tienes en tu interior.
""Vayas a decir más adelante 'bórralo'"".



al
",¿Por qué borraron el video de Bárbara de Regil con el Escorpión Dorado?,http://www.eluniversal.com.mx/espectaculos/television/por-que-borraron-el-video-de-barbara-de-regil-con-el-escorpion-dorado
